label,detokenize
1,sih mantan bocah cilik goblok korban otak sih pacar laku langsung darah hadir hak tuntut orang hubung dasar bodoh anak pegawai direktorat jenderal pajak orang kayak miskin moral
0,kayak bodoh sg sw bosan pepatah hilang rasa harga banget
0,manusia bodoh
1,cewek bodoh entod gratis modal sayang amp iya teh
0,brsa keren aniaya anak orang kenal nih gue anak orang kayak mnyiksa orang takut sih cewek teriak girang mrsa pendekar bodoh mlindungi amp gmpang kmakan omong
0,kadang tahu orang bodoh
0,gue serius bilang bodoh
0,bodoh
0,wkwk bodoh bang
0,oh ya sudah deh bilang bodoh bodoh banget
0,definisi cinta orang bodoh
0,ah bodoh
0,bodoh maksud coba
0,orang kayak dimulusin bodoh atur
0,menang argumen orang bodoh nay
1,sih anies bodoh t cowok mbrrbdf
1,oh bodoh umpat ya tolol
0,bodoh
1,niscaya adab bangsa rusak orang orang bodoh jabat jabat kuas
0,tolol dongok umpat mbak kritik beda bodoh
0,cari perhati bodoh
0,tindak bodoh
0,bodoh
0,emak gue gue bodoh totol goblok kali ya
0,derita bikin mati berat apa derita apa banding hidup keliling orang bodoh
0,nder gue emosi teman bodoh sih
0,lawak ya bapak ndroo nama orang serius nih ngusutnya urus belaga bodoh gilir kejar neror bayar pajak pintar
0,tempeleng anjing teman bodoh kali
0,bodoh ya bodoh
0,uang haram otak bodoh manusia manusia t cowok xixsehsy
1,ya media bebas keluar dapat bebas imajinasi bebas beranda andai ya monggo monggo anak jabat bangsat bodoh tolol
0,lingkung tumbuh beda tau anak orang kayak didik orang tua hadir tumbuh kembang kawan marah orang tua bodoh malu perhati
0,hehe
0,pantas saja pas daring bodoh
0,keti jelek pantas saja bodoh bodohin wkwk
1,pakai otak bawa nama ahok fan jokowi pakai otak mu bodoh pilih beli
0,tau butuh desain sirik anjing ya beli ipad mumpuni tunjang bodoh
0,asyik banget buka twitter laku orang bodoh t cowok bbwgcw
0,twit bodoh
0,bodoh latih pamer kazuha toyama
0,wkwk anjir gue ajar biologi bodoh ingat
0,orang orang bodoh kali manfaat manfaat orang coba mustahil sih
0,orang bodoh orang cerdas selesai
0,bodoh
0,bodoh bin tolol foto nya film nya
0,hati polos bodoh beda tipis
0,laporr bodoh nderr leceh takutt
0,teman bodoh senang
1,kadrun puja didu otak waras tolol goblok bodoh maksimal
0,duit bodoh
0,orang bodoh pintar orang pintar bodoh
0,gue gwnya bodoh tidak ada jawab ya wkwk
0,bodoh malu ekspresi asa
0,klarifikasi agnes pacar dandy hajar david koma salah bodoh t cowok epelrfrwb
0,bodoh
1,syarat decul bodoh takabur
0,ayo
0,tau harga laku cerita didramatisir dipanjangin bodoh
0,langkah dapat sayang posisi jebak bodoh
0,bodoh banget tulis ulas
0,kocak mana bodoh
0,bodoh apa alas laku keras salah video nya berprikemanusiaan
0,ter salam banget pilih gubernur daerah khusus ibukota yl biar perilaku demokrasi bodoh adab cerah dunia abai tenang toleransi negara rusak upaya bentuk pribadi demokratis bangsa tinggal akibat buruk
0,pilih pilih implementasi hak prerogative cipta manfaat masyarakat tugas pecah belah masyarakat kasih narasi konyol cenderung bodoh
0,temenmu umur nder bodoh
0,bangga orang bodoh
0,bodoh sih tua pikir
0,sakti orang wkwk
0,anjing anjing khilafah jungkir balik identitas partai politik politik identitas bodoh anjing anjing bodoh dasar lapar haus kuasa sampah politik tel
0,sensor nama rl reaksi bodoh banget t cowok onajhgnn
0,orang bodoh
0,rasa sakit masa lalu ragu enggan temu ikat mungkit bodoh temu jodoh kikysaputrii
0,gue bodoh banget ya harap kasih sayang
0,pikir bodoh
0,ya minimal bodoh hilang
1,anies dasar bodoh t cowok frsvgfc
0,cowok bodoh hasil bikin cewek sayang laku tinggal kecewain
0,bodoh betuii kakak
0,calon maki bodoh tinggal cari calon calon
1,bodoh tolol gratis borong anjinv
0,nyelesaikan bodoh banget mula sesal
1,sih anies bodoh t cowok mbrrbdf
0,bodoh internet
0,tuhan orang tuhan orang kayak duit orang kayak bodoh
0,orang sok kritis banget bodoh kikuk rl orang kesal banget
0,rileks bodoh laku senang
0,ah maaf adik bodoh mu kak
0,orang bodoh kepala pakai topi haha
1,bodoh orang
1,orang bodoh anak didik aset pion kaum kadrun sengaja terna sistem pintar antek
0,bulol kasta tinggi maaf bodoh
1,orang bodoh pilih dukung tolol goblok dungu paok t cowok sovkfyuhmc
0,temenmu sekolah dasar pas main rupiah aku selebriti ya bodoh sih percaya pulsa banget ditanyain mama jajan bilang iya traktir teman
0,kenang bodoh sih ya allah
0,usut tuntas perempuan kena pasal bodoh usut tuntas
0,omong hina beda dapat bodoh
0,habib kw bodoh bodohin
0,bodoh sih nder wakss
1,bodoh sih david gara gara congor cewek bisa culik aniaya umur di bawah hukum berat berat apa berita korban buat arogansi benar
0,bodoh bilang data pbb baca kurung data aju yaman pbb goblok banget data yaman pbb banding data susenas negeri otak waras
0,bodoh teriak bodoh orang coba beli deh saham baca indofood ngomong gue
0,ih anjir bodoh gue
0,kuda tau manusia hati ikut sih amies bodoh dibegoin
0,orang bodoh dukung orang gagal
0,bukti bodoh bahaya wkwk
0,salah tolol bukti tipu esemka pes sebyk unit impor jabat dan lain lain sistem demokrasi cerdas menang bodoh menang waras
0,bodoh samping gengsi
0,iseng ekor cabe rawit mie sali putus bodoh t cowok ozgvedqsu
0,bodoh senang haha
0,wkwk bodoh
0,demokrat piara orang bodoh nyinyir bacot prastowo kerja pegawai negeri sipil urus analisa sok tau gaji juta lapor jabat
0,bodoh
1,anies bodoh t cowok rbqmleyl
0,perempuan pacar nafkah orang bodoh
0,kasih makan anak pakai duit haram duit haram sih wkwk bodoh otak wkwk
0,orang bodoh serah naruto
0,twitter t cowok xanwpswxq
0,biar bodoh harga orang sok pintar rendah orang t cowok afurest
0,kelas jam salat jumat bodoh ya allah moga curiga
0,doang periksa pikir rakyat bodoh bu kayak tahu gara anak kena harta haram bebas
0,lagu debat bodoh
0,orang bijak ajar paham orang bodoh ajar paksa
0,drama bodoh ya allah
0,hai kota bodoh
0,bodoh malas sih
0,salut energi iya bodoh malas baikin penghianat
0,bodoh tolongg sih ndeerr
0,takut jatuh cinta takut bodoh
0,selamat opini bodoh
1,kadrun bodoh baca berita kagum kagum esmka
0,anggap keren benar dewasa pikir mental bodoh
0,bodoh
0,sih anak bodoh lupa bawa kacamata
0,orang tolol dukung orang bodoh boneka
0,bodoh temu jodoh
0,dibenturin terus bodoh biasa orang kolot
0,anjing tupen gue surat pemberitahuan tahun orang bodoh malu banget koreksi t cowok reolnatstp
0,bodoh hak paten asuel
1,bodoh sih kayak tinggal rebah nikmat kaya orang tua bodoh
0,pikir pikir bodoh banget ngeyakinin
0,orang religius kaya no orang sekolah identik orang bodoh orang sekolah tamat sekolah dasar kerja sarjana insinyur pilot
0,sadar asuel isi nya orang ego harga intropeksi eh ngamuk terima wkwk harapin fandom badut bodoh
0,orang kesini bodoh
0,tidak boleh bodoh bodoh hak paten
0,bocah cilik mati bodoh
0,pikir bodoh maksud di mana arab imigran jasa bukti hibah pesawat sita belanda jasa negara diri imigran kuasa pesawat negara sita belanda diatasnamakan orang arab wajar
0,kira bodoh orang licik sih nipuin orang kedok teman huhu insyaallah ikhlas moga berkah ya biar nipuin orang
0,dukung bodoh kejam manipulatif kocak dukung
0,bodoh habis jumatsn
0,hahahahahahaha bodoh ya
0,orang bodoh bodoh orang bodoh
0,tiada salah manusia bodoh biar main ulang ulang kali
0,bodoh detektif manusia tuhan shinichi kudo
0,bodoh haha coba intip tonton ah
0,teman umur deh nder gue ikut kesal banget anjir maaf nder teman pura pura bodoh deh
0,bodoh tinggal pintar lupa minta tahan pergi
0,pikir bodoh orang tua pikir kolot
0,maki anak orang bodoh alay sopan
0,tidak suka ejek bodoh tau
1,iya tau bodoh gratis ya borong nderr
0,kireu bodoh banget
0,ayat sirat laki ingat tuju laki laki tama sadar laki bodoh hadap wanita laki gue umpat sih mario ngape tolol gara gara sih agnes ya
0,gue kuat hadap realita bodoh ajar gila
0,diih spa mom tonton cerita moral bodoh cerita sih ulet simpenan kegatelan
0,simpan kawat bodoh t cowok lewefgxtsq
0,tahan hina rendahin anggap bodoh sabar usaha ban tumpah sadar
0,tanggap min
0,ih sumpah gue bodoh banget
0,gue sknrg tak tau orang kayak gue beban bodoh jelek banget dan lain lain kayak sih
0,makan rusak karakter al suami ayah hebat keluarga bodoh peduli ulet simpenan orang bikin alur cerita bagus seengak nya rusak karakter tokoh utama mampus
0,hem bodoh
0,samping tidak suka sebut bodoh keluarga di atas kerja ya profesional istri suami ya bicara tau kerja cape debat tidak mau ya sudah lajang
0,ayo lawan bodoh
0,anggota polisi aktif beda langgar hukum aku perintah atas pangkat rendah sih salah bodoh
0,dosa salah bodoh definisi beda sesuai konteks
0,tau laku bodoh salah malu salah benar bodoh salah cari ribu alas bodoh salah laku evaluasi intropeksi
0,ya ustaz salahfi bodoh sesat sesat aji ustadz salaf salah mesjid ustaz ya
0,bodoh ya
0,dasar bodoh sayang orang cinta hidup untuk mati untuk kurosaki ichigo
0,bela a bela penyepong dua opini sih sih cowok maki cewek perkara makan maki sih cewek bodoh emaknya ancam ajak bapak tengkar bunuh t cowok pacpljwlgf
0,perkara alat kelamin dasar orang bodoh keluar meme t cowok yfpskopbw
0,haha boneka bodoh dukung sulit selesai lawan kotak kosong t cowok piyjvqlyz
0,bodoh
1,anjing bodoh tidak ada otak ya
0,lihat fakir cinta kawan bodoh muliaa
0,iya bodoh
0,mending pas lahir mati enteng banget nder bicara ngebebanin anak suami pikir anak gede kerja sih kerja bodoh deh kayak pikir mending tidak usah nikah
0,bodoh
0,maaf ya di sini tolol tuhan hak tentu mati sosialisasi kah hamil tua rawan gugur egois kerja pas hamil tua profesional bodoh sekian
0,bodoh
0,rawan perintah oposisi mbok sadar ya bela teman lawan mbok bodoh lo
0,susah ajak makan jaman kuliah tidak bisa makan makan ayam amp daging cium bau auto mual dktain bodoh teman gara gara tidak bisa makan bakso by the way bapak gbsa makan ayam amp daging sapi kambing
0,bule bodoh
0,iya gagal move on pura bodoh
0,bodoh kompol kasranto dinas t cowok buryzherl
0,bodoh tindak video tindak rusak sengaja kendara niat motif klaim asuransi bodoh
0,bodoh mas
0,tangis tinggal orang bodoh lepas pintar lupa
0,rakyat rakyat bodoh iya rajyat cerdas pilih juang orang oenghianat kaya
0,alhamdulillah ayo turun aldebaran bodoh nyusruk bungkus karet aldebaran pikir wanita simpan malam dialog jijik syekali pulang jemput ponpel rumah wanita dialog rumah jijik
0,teman ku bilang bodoh tau cinta mu bahagia
0,bodoh
0,ih bodoh banget suami sayang adik bayi risiko bilang tinggal jamin takdir
0,jawab bodoh tau arah lengkap kalimat duga teori bodoh a salah tolol sih e keliling wkwk
0,orang bijak orang ajar gagal orang bodoh orang tutup gagal
0,bodoh idol fandom hak paten akan dunia pacu exo doang anggap gila fandom tuduh tahun
0,adityamas bodoh bodoh
0,orang bodoh tuhan kirim untung orang gila tuhan rejeki hidup
0,hati sayang logika bodoh sayang sakit kali kali pergi tinggal
0,bodoh ya
0,terima gaji ah jabgan pura bodoh
0,bodoh
0,pas indeks prestasi kumulatif kemarin sadar oh bodoh salah jurus walo tugas menang hepii
0,bangkit tubuh menghianti butuh pergi tahan tahan ku kuat besi pilih pergi kah menang oh bodoh
0,dasar anak bodoh
0,ya aneh nder erti perkara profesionalitas kerja keluarga omong pasang kerja keluarga tuju kerja jadi taruh bodoh
0,gue heran pikir manusia kayak aku bodoh ya aku
0,orang bilang buat salah bodoh nama
1,wkwk gue lihat kesini kuak ya gede rasa gede rasa laku bodoh sok sok ayo biar sapa makan duit rakyat
1,percaya bodoh
1,muka nya orang ber pikir jahiliyah goblok bodoh tolol otak nya agama doang al qur an meng gambar orang keledai angkat baca kitab berat layak nya kuli bangun
0,orang ejek bodoh bicara ya
0,hati luka kadang bodoh percaya
0,bodoh kali anjing tolong aanjjiinngg
0,gue bodoh dik
0,bodoh
0,ajar matematika bodoh matematika ajar malam malam
0,profesional nder bodoh mati usaha temu ganti besok keluarga anak enteng bilang biar mati anak tau berat hidup anak rasa bicara mudah
0,bodoh
0,gaskeun rajyat cerdas anggap bodoh apt tau drama sih layar
1,bapak anak suka pamer harta hem bodoh
1,sumpah sih bodoh banget ya mario bapak copot jabat
1,cantik cantik bodoh mbak mbak
0,otak pintar hati bodoh
0,otak pintar hati bodoh
0,orang bodoh bahagia orang tuonyo bahagia orang tuo wajib berkah upra t cowok qfdfoispn
0,orang bijak ajar orang bodoh orang bodoh ajar orang bijak
0,oh juara dunia bilang anak orang bodoh mamah langsung catat catat
0,bodoh
0,sih suka tumpah bodoh
0,canda bodoh t cowok jewsmkzjyb
0,bodoh lupa pakai bilang pedenya muncul terang atas malu haha
0,hahahaahhahaha bodoh gara gara titik
0,maksud maki orang bodoh anjing
0,wkwk bodoh
0,kemarin tunggu jam msp tayang kemarin kamis sjsjakak bodoh
0,bodoh temu jodoh
1,bukti tujukin kaya orang bodoh akut
0,sih bodoh salah kirim wm jaemin kalender grup kantor
0,jaman susilo bambang yudhoyono postingn kayak tuduh teroris ketua badan nasional tanggulang terorisme bang sad embe sih muka bengis amp ketua bais suleman bodoh tukang kirim aktivis balikpapan
0,bodoh anis
0,suka deh laku orang kayak bodoh adil haha
0,salah nya gue kaca ya kepedean bodoh beda tipis anjir
1,bodoh lu
1,bodoh nya rafael maaf nama anak nya sikap kstaria anak nya salah akibat anak manja mijak kepala nya anak terkadang didik militer puja puji tau dunia nyata kayak
0,pikir pikir bodoh
0,ya pedo anjing cewek nya di bawah umur masuk usia legal oke oke umur paut bodoh borong
0,nih orang bodoh ngabisin juta traktir teman t cowok muprkbmyge
0,tertawa bodoh cinta alami betapa cinta gila
0,sih rekan puja jokowi esemkanya sanggup beli mobil puja bisa maki abur fakta cinta mobil nasional ya beli minimal pamer dukung jokowi rata rata bodoh tolol kadrun kaya jokowi
0,mam bodoh
1,bodoh gilir golong bubar aji diam lebai t cowok zxiojuxz
0,bodoh pupuk sandal gemoy gemoy t cowok dobytyqys
0,kasihan nih lapaq bu t bodoh natural killer mati
0,masak anak kodok tau renang urus daerah khusus ibukota orang bodoh
0,parah nya maki anak nya bodoh mama nya langsung
0,amsal takut tuhan mula tahu orang bodoh hina hikmat dik t cowok vupdxtchd
0,cih bodoh
0,marah hukum laku keluarga keluarga hukum laku anak bodoh kawal kasus yuk
0,bodoh
0,kayak sambo gara laku petinggi polisi ketar tir susun langkah sembunyi borok instansi gara laku bodoh anak jabat pajak petinggi menteri uang ketar tir takut audit borok tahu bayar pajak moga sembunyi
0,golong orang pintar nasihat cinta orang bodoh cinta
0,bodoh kali letak otak lutut
1,cuit bodoh layak mahkluk akal jadi sali buat iya bodoh kutuk jadi timpa anak
0,pegang payung bodoh
0,gratis
0,bodoh
0,orang aceh amp sumatra indonesia milik pesawat amp cikal garuda indonesia moga kurang pikir bodoh t cowok iiemldrhmc
0,didu pintar orang pintar orang bodoh orang bodoh orang waspada ajar orang bodoh orang mati merobah diri nya benar
0,degan menyesl bodoh
0,bodoh tau malas ajar bing wkwk
0,orang bodoh ribut alas orang pintar diam cari jalan
0,kumpul orang bodoh orang bahagia lupa penuh luka t cowok tvxzfly
0,kuda tolak manusia bodoh kuda
0,cerdas bodoh berat uzumaki naruto
1,anak polah kepradah bapak copot jabat dandy dandy bodoh banget t cowok rxvdlytzd
0,bodoh cowok
1,bodoh kali ngandelin cowok
0,tinggal makna bodoh
0,sadar bodoh orang bodoh sejati chuang
0,tau sakit lambung akut bisa beli bakso sambal tujuh sendok bodoh banget caa
0,orang bodoh kayak lucas enembe bacot t cowok wlrxnvhniy ntt kupang
0,otak pintar hati bodoh
0,otak pintar hati bodoh
0,otak pintar hati bodoh
0,rek haha bodoh doa moga lewat huh ha
0,suka twit orang bodoh
0,ciri ciri orang bodoh diam manfaat bicara beri madharat
0,bilang nanda polos banget bohong wkwk pikir orang bodoh banget ya tertawa haha tertawa bodoh kayak ya bodoh
1,mari berterimakasih agnes awowowokk berkat gadis bodoh pegawai pajak serah tolol duit masuk akal bayar pajak
0,orang bodoh ajar alam afganistan untung indonesia presiden surat pemberitahuan tahun jokowi berani bubar kelompok intoleran ancam satu satu bangsa
0,binatang ya binatang biarpun kasih makan insting naluri disepelein berani pelihara binatang buas cenderung bodoh keren
0,salah rizieq masyarakat bodoh mudah tipu jual agama t cowok ilnhwxxs
0,bodoh
0,kuda rela orang bodoh kuda
0,maaf anggap tindak bodoh hidup
0,gagal bengong sapu ombak pantai puskes ombak
0,gue suka tulus bodoh
0,tau tukang bakso dapat tau pegawai bodoh banget ya sesal taat bayar pajak siurus orang bodoh
1,mohon maaf bodoh piara prtanyaan gue sih rizieq bilang goblok anjing
1,pas pilih anies bodoh maling anggar dapat dan belanja daerah parah anies munafik
0,ai bodoh simsimi
0,bodoh
1,leceh cewek gatal pakai kerudung jaga main cowok begitu dasar bodoh kamu cewek nakal
0,bodoh nyawa orang benda harga renggut orang bodoh meu menghabisiya bunuh milik shizuka ikenami
0,kocak rumor bikin isu bodoh
0,perintah menteri uang perlahan baik bik orang orang pintar tolak kerja perintah jajar perintah isi orang orang bodoh jahat
0,hehe sih bodoh nge rt jam gin wkwk t cowok zvasaza
0,tidur bodoh
0,cari perhati bodoh opini
1,depan rusak anak muda gara bodoh manipulasi cewek
0,biadab kapar tendang kecut bodoh ayo polisi bukti hukum berat orang negara
0,bersih muda individu sayang sadar massa bodoh
0,sadar sadar bikin kesal idol pfp orang mentwit jahat bodoh
0,tahan mati jadi foto idola pfp takut mentwit jahat mentwit bodoh orang lihat muka idola pfp anggap negatif idola hubung
1,orang tolol indonesia maju dukung orang bodoh prestasi sih
1,ya manusia otak nya pintar handphone heran otak bodoh nya borong maaf omong kasar kesal bodoh borong
0,bodoh
0,bodoh beda tipis
1,bapak cape cape kerja bangun karir bagus biar keluarga hidup enak diancurin anak bodoh budak cinta buta
0,bodoh bodoh kaget normal lebihh
1,rakyat waras pilih calon presiden pilih anies orang bodoh indonesia maju
0,ganjar bipang bodoh
0,iya bodoh
0,haha ajak masuk maincon bodoh bodoh
0,kali gue bodoh bodoh banget wkwk
0,pagi bodoh
0,tangis tinggal orang bodoh lepas pintar lupa salam neptune
0,tahu orang nekat bodoh pikir dan bagai hebat abai rasional kompor pepet bingung tambah
1,cewek bodoh institut teknologi indonesia urus partai aaja
0,ulang ulang bodoh kadang ragu ambil simpul
0,kejar sari salah wajib pajak penting kaya
0,ancol sih bodoh anyer
0,khatib jamaah salat jum at bahagia kecuali fan barca
0,bodoh sekian kali
